4a94f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd4a1,1000000000000000000000000
bob.testnet,2000000000000000000000000
71d8f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd123,2000000000000000000000000
carol.testnet,1500000000000000000000000
9ab4f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd456,1500000000000000000000000
dave.testnet,3000000000000000000000000
c1e4f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd789,3000000000000000000000000
eve.testnet,2500000000000000000000000
f234f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fdabc,2500000000000000000000000
frank.testnet,1750000000000000000000000
2b94f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd4b2,1750000000000000000000000
grace.testnet,2250000000000000000000000
5cd4f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd234,2250000000000000000000000
henry.testnet,1250000000000000000000000
8ef4f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd567,1250000000000000000000000
ian.testnet,2750000000000000000000000
b124f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd89a,2750000000000000000000000
james.testnet,1850000000000000000000000
e354f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fdbcd,1850000000000000000000000
karen.testnet,1950000000000000000000000
a1b2f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd111,1950000000000000000000000
larry.testnet,2150000000000000000000000
c3d4f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd222,2150000000000000000000000
mary.testnet,1650000000000000000000000
e5f6f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd333,1650000000000000000000000
nancy.testnet,2850000000000000000000000
1234f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd444,2850000000000000000000000
oscar.testnet,1450000000000000000000000
5678f595c631c75c7f459fc0e483862c9d4ea8f25f345b8c123e56771d0fd555,1450000000000000000000000
pat.testnet,2650000000000000000000000
